Prices (USD/bbl),Date (CDT),Time (CDT)
74.42,2021-07-27,21:50:01
74.55,2021-07-27,21:56:00
74.6,2021-07-27,22:00:01
74.59,2021-07-27,22:05:00
74.57,2021-07-27,22:10:59
74.54,2021-07-27,22:17:00
74.54,2021-07-27,22:20:00
74.47,2021-07-27,22:25:00
74.58,2021-07-27,22:30:01
74.39,2021-07-27,22:35:53
74.26,2021-07-27,22:40:01
74.28,2021-07-27,22:45:00
74.41,2021-07-27,22:50:00
74.43,2021-07-27,22:55:59
74.34,2021-07-27,23:00:00
74.36,2021-07-27,23:05:00
74.33,2021-07-27,23:11:00
74.31,2021-07-27,23:15:01
74.3,2021-07-27,23:21:01
74.32,2021-07-27,23:25:49
74.23,2021-07-27,23:30:01
74.2,2021-07-27,23:35:01
74.04,2021-07-27,23:41:01
74.33,2021-07-27,23:46:00
74.25,2021-07-27,23:50:00
74.18,2021-07-27,23:55:00
74.2,2021-07-28,00:00:01
74.2,2021-07-28,00:05:52
74.22,2021-07-28,00:11:00
74.23,2021-07-28,00:15:02
74.22,2021-07-28,00:20:00
74.17,2021-07-28,00:25:00
74.19,2021-07-28,00:30:00
74.15,2021-07-28,00:35:00
74.21,2021-07-28,00:41:01
74.24,2021-07-28,00:46:01
74.29,2021-07-28,00:50:00
74.38,2021-07-28,00:56:00
74.37,2021-07-28,01:00:00
74.48,2021-07-28,01:05:00
74.57,2021-07-28,01:10:01
74.51,2021-07-28,01:15:01
74.57,2021-07-28,01:20:01
74.41,2021-07-28,01:25:01
74.49,2021-07-28,01:30:00
74.33,2021-07-28,01:35:00
74.37,2021-07-28,01:40:59
74.4,2021-07-28,01:45:00
74.35,2021-07-28,01:50:58
74.32,2021-07-28,01:55:00
74.36,2021-07-28,02:00:55
74.37,2021-07-28,02:05:44
74.39,2021-07-28,02:11:00
74.45,2021-07-28,02:15:26
74.43,2021-07-28,02:20:56
74.44,2021-07-28,02:25:57
74.48,2021-07-28,02:30:32
74.51,2021-07-28,02:35:27
74.51,2021-07-28,02:40:11
74.53,2021-07-28,02:45:05
74.51,2021-07-28,02:50:01
74.52,2021-07-28,02:55:29
74.57,2021-07-28,03:00:00
74.55,2021-07-28,03:05:22
74.57,2021-07-28,03:10:30
74.55,2021-07-28,03:15:38
74.56,2021-07-28,03:20:39
74.55,2021-07-28,03:25:00
74.62,2021-07-28,03:30:59
74.73,2021-07-28,03:35:37
74.73,2021-07-28,03:40:52
74.66,2021-07-28,03:45:55
74.71,2021-07-28,03:50:00
74.74,2021-07-28,03:55:01
74.6,2021-07-28,04:01:36
74.61,2021-07-28,04:06:46
74.53,2021-07-28,04:14:26
74.65,2021-07-28,04:25:55
74.48,2021-07-28,04:51:00
74.77,2021-07-28,07:00:12
74.76,2021-07-28,07:05:41
74.76,2021-07-28,07:10:54
74.77,2021-07-28,07:15:49
74.76,2021-07-28,07:23:59
74.75,2021-07-28,07:25:51
74.74,2021-07-28,07:31:00
74.77,2021-07-28,07:36:58
74.77,2021-07-28,07:41:01
74.76,2021-07-28,07:45:59
74.79,2021-07-28,07:50:48
74.78,2021-07-28,07:55:08
74.84,2021-07-28,08:00:52
74.88,2021-07-28,08:06:00
74.88,2021-07-28,08:10:01
74.85,2021-07-28,08:16:51
74.83,2021-07-28,08:20:55
74.88,2021-07-28,08:25:54
74.85,2021-07-28,08:31:19
74.89,2021-07-28,08:35:39
74.85,2021-07-28,08:40:07
74.85,2021-07-28,08:45:15
74.89,2021-07-28,08:52:13
74.92,2021-07-28,08:57:01
74.88,2021-07-28,09:00:37
74.76,2021-07-28,09:05:01
74.72,2021-07-28,09:10:28
74.8,2021-07-28,09:16:33
74.85,2021-07-28,09:22:38
74.84,2021-07-28,09:25:31
74.81,2021-07-28,09:30:23
74.89,2021-07-28,09:35:42
74.91,2021-07-28,09:41:00
74.92,2021-07-28,09:46:00
74.94,2021-07-28,09:50:35
74.93,2021-07-28,09:55:00
74.97,2021-07-28,10:00:55
74.96,2021-07-28,10:05:58
74.99,2021-07-28,10:10:12
74.98,2021-07-28,10:15:54
74.9,2021-07-28,10:21:26
74.94,2021-07-28,10:25:49
74.93,2021-07-28,10:30:25
74.9,2021-07-28,10:36:47
74.9,2021-07-28,10:41:13
74.88,2021-07-28,10:45:57
74.9,2021-07-28,10:50:08
74.87,2021-07-28,11:00:35
74.86,2021-07-28,11:06:46
74.86,2021-07-28,11:10:44
74.86,2021-07-28,11:25:10
74.84,2021-07-28,11:30:46
74.83,2021-07-28,11:37:59
74.8,2021-07-28,11:45:59
74.8,2021-07-28,11:53:28
74.8,2021-07-28,11:56:01
74.92,2021-07-28,12:00:00
74.76,2021-07-28,12:05:34
74.76,2021-07-28,12:10:13
74.75,2021-07-28,12:23:09
74.85,2021-07-28,12:30:42
74.82,2021-07-28,12:39:55
74.81,2021-07-28,12:40:35
74.83,2021-07-28,12:46:00
74.92,2021-07-28,12:50:43
74.88,2021-07-28,12:55:54
74.84,2021-07-28,13:01:01
74.86,2021-07-28,13:05:31
74.81,2021-07-28,13:10:57
74.82,2021-07-28,13:15:35
74.85,2021-07-28,13:20:25
74.9,2021-07-28,13:25:39
74.97,2021-07-28,13:30:46
74.91,2021-07-28,13:35:37
74.84,2021-07-28,13:40:01
74.87,2021-07-28,13:45:29
74.83,2021-07-28,13:51:00
74.8,2021-07-28,13:55:01
74.75,2021-07-28,14:00:00
74.83,2021-07-28,14:05:34
74.85,2021-07-28,14:10:34
74.81,2021-07-28,14:15:50
74.82,2021-07-28,14:21:01
74.78,2021-07-28,14:25:45
74.75,2021-07-28,14:30:01
74.72,2021-07-28,14:35:40
74.7,2021-07-28,14:40:46
74.72,2021-07-28,14:46:00
74.65,2021-07-28,14:50:58
74.6,2021-07-28,14:55:56
74.68,2021-07-28,15:01:00
74.82,2021-07-28,15:05:59
74.8,2021-07-28,15:10:54
74.77,2021-07-28,15:15:02
74.8,2021-07-28,15:20:58
74.75,2021-07-28,15:25:55
74.83,2021-07-28,15:30:00
74.89,2021-07-28,15:35:01
74.85,2021-07-28,15:41:00
74.83,2021-07-28,15:45:00
74.98,2021-07-28,15:51:01
75.05,2021-07-28,15:55:01
75.11,2021-07-28,16:00:57
75.2,2021-07-28,16:06:00
75.24,2021-07-28,16:10:01
75.23,2021-07-28,16:15:00
75.28,2021-07-28,16:20:58
75.17,2021-07-28,16:26:00
75.12,2021-07-28,16:30:00
75.13,2021-07-28,16:35:48
75.08,2021-07-28,16:40:00
75.07,2021-07-28,16:45:01
75.09,2021-07-28,16:50:59
75.07,2021-07-28,16:56:00
75,2021-07-28,17:00:01
75,2021-07-28,17:06:01
74.95,2021-07-28,17:10:51
74.72,2021-07-28,17:15:00
74.69,2021-07-28,17:20:43
74.56,2021-07-28,17:25:59
74.64,2021-07-28,17:31:00
74.74,2021-07-28,17:35:27
74.72,2021-07-28,17:40:35
74.69,2021-07-28,17:45:50
74.74,2021-07-28,17:50:50
74.69,2021-07-28,17:55:00
74.69,2021-07-28,18:01:01
74.67,2021-07-28,18:05:38
74.61,2021-07-28,18:10:00
74.56,2021-07-28,18:15:02
74.47,2021-07-28,18:20:47
74.52,2021-07-28,18:25:55
74.61,2021-07-28,18:30:53
74.71,2021-07-28,18:35:59
74.63,2021-07-28,18:42:52
74.68,2021-07-28,18:46:20
74.69,2021-07-28,18:50:43
74.73,2021-07-28,18:55:10
74.72,2021-07-28,19:00:40
74.71,2021-07-28,19:05:26
74.92,2021-07-28,19:10:58
74.88,2021-07-28,19:15:17
74.85,2021-07-28,19:21:24
74.88,2021-07-28,19:25:00
74.75,2021-07-28,19:31:00
74.87,2021-07-28,19:35:42
74.88,2021-07-28,19:40:00
74.94,2021-07-28,19:45:58
74.98,2021-07-28,19:50:46
74.88,2021-07-28,19:56:01
74.81,2021-07-28,20:00:02
74.83,2021-07-28,20:06:01
74.82,2021-07-28,20:10:00
74.86,2021-07-28,20:15:00
74.87,2021-07-28,20:21:01
74.91,2021-07-28,20:25:59
74.8,2021-07-28,20:30:00
74.77,2021-07-28,20:35:58
74.79,2021-07-28,20:40:55
74.66,2021-07-28,20:45:52
74.66,2021-07-28,20:50:53
74.7,2021-07-28,20:55:00
74.72,2021-07-28,21:00:01
74.77,2021-07-28,21:05:20
74.82,2021-07-28,21:10:31
74.72,2021-07-28,21:16:00
74.74,2021-07-28,21:20:47
74.67,2021-07-28,21:25:57
74.66,2021-07-28,21:30:01
74.8,2021-07-28,21:35:01
74.58,2021-07-28,21:40:00
74.56,2021-07-28,21:45:00
74.75,2021-07-28,21:50:57
74.67,2021-07-28,21:55:01
74.6,2021-07-28,22:00:01
74.62,2021-07-28,22:05:01
74.65,2021-07-28,22:10:59
74.83,2021-07-28,22:16:01
74.69,2021-07-28,22:21:00
74.58,2021-07-28,22:25:01
74.65,2021-07-28,22:30:01
74.72,2021-07-28,22:35:01
74.76,2021-07-28,22:41:01
74.76,2021-07-28,22:45:00
74.75,2021-07-28,22:50:07
74.85,2021-07-28,22:55:52
74.74,2021-07-28,23:00:57
74.72,2021-07-28,23:05:06
74.75,2021-07-28,23:10:01
74.81,2021-07-28,23:15:01
74.8,2021-07-28,23:20:59
74.82,2021-07-28,23:25:08
74.79,2021-07-28,23:30:00
74.8,2021-07-28,23:35:52
74.81,2021-07-28,23:40:00
74.78,2021-07-28,23:45:54
74.78,2021-07-28,23:50:11
74.76,2021-07-28,23:55:57
74.81,2021-07-29,00:00:01
74.98,2021-07-29,00:05:00
74.97,2021-07-29,00:10:01
75,2021-07-29,00:15:01
74.98,2021-07-29,00:20:35
74.97,2021-07-29,00:26:01
74.94,2021-07-29,00:30:54
74.88,2021-07-29,00:36:00
74.83,2021-07-29,00:40:53
74.8,2021-07-29,00:46:00
74.83,2021-07-29,00:50:01
74.83,2021-07-29,00:56:00
74.79,2021-07-29,01:00:01
74.91,2021-07-29,01:05:01
74.89,2021-07-29,01:10:02
74.82,2021-07-29,01:15:01
74.89,2021-07-29,01:20:01
74.8,2021-07-29,01:25:01
74.71,2021-07-29,01:30:01
74.72,2021-07-29,01:36:01
74.75,2021-07-29,01:40:58
74.77,2021-07-29,01:45:00
74.75,2021-07-29,01:50:59
74.71,2021-07-29,01:55:56
74.71,2021-07-29,02:00:00
74.73,2021-07-29,02:05:00
74.65,2021-07-29,02:11:54
74.67,2021-07-29,02:15:29
74.64,2021-07-29,02:21:01
74.63,2021-07-29,02:25:57
74.59,2021-07-29,02:30:54
74.6,2021-07-29,02:37:46
74.57,2021-07-29,02:41:55
74.56,2021-07-29,02:45:02
74.55,2021-07-29,02:50:01
74.54,2021-07-29,02:56:01
74.55,2021-07-29,03:00:42
74.58,2021-07-29,03:05:43
74.61,2021-07-29,03:14:09
74.61,2021-07-29,03:15:18
74.6,2021-07-29,03:21:35
74.66,2021-07-29,03:27:28
74.65,2021-07-29,03:30:45
74.66,2021-07-29,03:35:46
74.7,2021-07-29,03:41:42
74.71,2021-07-29,03:46:47
74.72,2021-07-29,03:52:44
74.74,2021-07-29,03:55:56
74.8,2021-07-29,04:10:48
74.74,2021-07-29,04:19:44
74.79,2021-07-29,04:25:01
74.74,2021-07-29,04:44:00
74.77,2021-07-29,07:00:46
74.73,2021-07-29,07:05:08
74.7,2021-07-29,07:10:44
74.73,2021-07-29,07:15:42
74.68,2021-07-29,07:21:09
74.66,2021-07-29,07:26:30
74.69,2021-07-29,07:39:56
74.65,2021-07-29,07:40:15
74.63,2021-07-29,07:45:47
74.68,2021-07-29,07:54:35
74.67,2021-07-29,07:55:18
74.7,2021-07-29,08:00:33
74.69,2021-07-29,08:06:01
74.66,2021-07-29,08:11:01
74.65,2021-07-29,08:18:14
74.66,2021-07-29,08:22:14
74.65,2021-07-29,08:29:27
74.67,2021-07-29,08:33:35
74.68,2021-07-29,08:36:31
74.66,2021-07-29,08:40:02
74.79,2021-07-29,08:45:01
74.8,2021-07-29,08:50:04
74.78,2021-07-29,08:55:51
74.8,2021-07-29,09:00:31
74.84,2021-07-29,09:05:56
74.85,2021-07-29,09:10:29
74.87,2021-07-29,09:15:50
74.83,2021-07-29,09:26:22
74.9,2021-07-29,09:30:15
74.92,2021-07-29,09:35:57
75.05,2021-07-29,09:44:10
75.07,2021-07-29,09:45:08
75.07,2021-07-29,09:51:49
75.1,2021-07-29,09:55:59
75.11,2021-07-29,10:02:22
75.12,2021-07-29,10:06:00
75.09,2021-07-29,10:11:54
75.05,2021-07-29,10:15:36
75.01,2021-07-29,10:21:51
75,2021-07-29,10:26:11
75.05,2021-07-29,10:36:12
75.06,2021-07-29,10:40:16
75.05,2021-07-29,10:46:21
75.02,2021-07-29,10:52:04
75,2021-07-29,10:56:23
75,2021-07-29,11:00:52
75,2021-07-29,11:05:26
75,2021-07-29,11:11:31
75,2021-07-29,11:15:42
75,2021-07-29,11:21:41
75,2021-07-29,11:25:03
74.99,2021-07-29,11:38:19
75.01,2021-07-29,11:40:17
75.01,2021-07-29,11:45:05
74.99,2021-07-29,11:51:57
74.99,2021-07-29,11:57:56
75.02,2021-07-29,12:03:41
75,2021-07-29,12:05:50
74.98,2021-07-29,12:12:56
74.98,2021-07-29,12:19:01
74.98,2021-07-29,12:20:22
75.03,2021-07-29,12:25:32
75.11,2021-07-29,12:30:00
75.17,2021-07-29,12:35:40
75.15,2021-07-29,12:41:06
75.16,2021-07-29,12:45:00
75.14,2021-07-29,12:50:59
75.13,2021-07-29,12:56:46
75.08,2021-07-29,13:02:01
75.07,2021-07-29,13:05:31
75.06,2021-07-29,13:10:48
75.07,2021-07-29,13:16:04
75.06,2021-07-29,13:20:42
75.07,2021-07-29,13:25:02
75.07,2021-07-29,13:30:35
75.12,2021-07-29,13:37:56
75.1,2021-07-29,13:42:56
75.1,2021-07-29,13:45:47
75.14,2021-07-29,13:51:01
75.17,2021-07-29,13:57:00
75.16,2021-07-29,14:00:00
75.35,2021-07-29,14:05:01
75.31,2021-07-29,14:10:41
75.37,2021-07-29,14:15:57
75.38,2021-07-29,14:20:40
75.34,2021-07-29,14:26:16
75.24,2021-07-29,14:31:01
75.32,2021-07-29,14:35:00
75.28,2021-07-29,14:40:55
75.24,2021-07-29,14:45:45
75.21,2021-07-29,14:50:48
75.2,2021-07-29,14:55:10
75.25,2021-07-29,15:00:26
75.47,2021-07-29,15:05:01
75.52,2021-07-29,15:10:00
75.49,2021-07-29,15:15:14
75.52,2021-07-29,15:20:32
75.46,2021-07-29,15:25:59
75.54,2021-07-29,15:30:00
75.38,2021-07-29,15:36:00
75.44,2021-07-29,15:41:01
75.4,2021-07-29,15:45:01
75.35,2021-07-29,15:50:07
75.33,2021-07-29,15:55:01
75.23,2021-07-29,16:02:53
75.13,2021-07-29,16:05:01
75.09,2021-07-29,16:10:43
75.03,2021-07-29,16:15:47
75.1,2021-07-29,16:20:14
75.16,2021-07-29,16:26:00
75.12,2021-07-29,16:31:00
75.17,2021-07-29,16:36:59
75.11,2021-07-29,16:40:55
75.12,2021-07-29,16:45:50
75.03,2021-07-29,16:50:45
75.05,2021-07-29,16:55:56
75,2021-07-29,17:00:37
75.01,2021-07-29,17:06:00
74.99,2021-07-29,17:10:36
75.01,2021-07-29,17:15:52
75.04,2021-07-29,17:21:00
75.02,2021-07-29,17:25:58
74.94,2021-07-29,17:31:00
74.95,2021-07-29,17:35:52
74.87,2021-07-29,17:40:54
74.92,2021-07-29,17:45:58
74.89,2021-07-29,17:50:36
74.85,2021-07-29,17:56:00
74.88,2021-07-29,18:00:49
74.89,2021-07-29,18:05:01
74.98,2021-07-29,18:13:00
74.95,2021-07-29,18:15:25
75.01,2021-07-29,18:20:00
74.99,2021-07-29,18:26:29
75.01,2021-07-29,18:30:50
75.07,2021-07-29,18:35:57
75.11,2021-07-29,18:40:47
75.16,2021-07-29,18:45:50
75.19,2021-07-29,18:50:31
75.19,2021-07-29,18:55:56
75.21,2021-07-29,19:00:00
75.23,2021-07-29,19:05:40
75.13,2021-07-29,19:11:01
75.14,2021-07-29,19:15:49
75.08,2021-07-29,19:20:01
75.05,2021-07-29,19:25:54
75.1,2021-07-29,19:30:00
75.03,2021-07-29,19:35:00
75.1,2021-07-29,19:41:02
75.11,2021-07-29,19:45:20
75.16,2021-07-29,19:50:52
75.11,2021-07-29,19:56:00
74.98,2021-07-29,20:00:59
75.31,2021-07-29,20:05:51
75.32,2021-07-29,20:10:55
75.31,2021-07-29,20:15:01
75.23,2021-07-29,20:20:50
75.21,2021-07-29,20:25:54
75.17,2021-07-29,20:30:01
75.08,2021-07-29,20:35:56
75.19,2021-07-29,20:40:42
75.21,2021-07-29,20:46:01
75.22,2021-07-29,20:50:17
75.14,2021-07-29,20:55:57
75.14,2021-07-29,21:00:59
75.15,2021-07-29,21:06:00
75.12,2021-07-29,21:10:57
75.18,2021-07-29,21:15:53
75.27,2021-07-29,21:21:00
75.32,2021-07-29,21:26:00
75.31,2021-07-29,21:30:01
75.4,2021-07-29,21:35:59
75.39,2021-07-29,21:41:01
75.44,2021-07-29,21:45:01
75.46,2021-07-29,21:50:46
75.53,2021-07-29,21:55:01
75.5,2021-07-29,22:00:53
75.49,2021-07-29,22:05:59
75.52,2021-07-29,22:10:54
75.47,2021-07-29,22:15:00
75.52,2021-07-29,22:20:01
75.51,2021-07-29,22:25:01
75.56,2021-07-29,22:30:00
75.6,2021-07-29,22:35:55
75.62,2021-07-29,22:40:53
75.7,2021-07-29,22:46:00
75.69,2021-07-29,22:50:54
75.68,2021-07-29,22:56:00
75.7,2021-07-29,23:00:50
75.66,2021-07-29,23:05:00
75.64,2021-07-29,23:10:52
75.75,2021-07-29,23:15:45
75.74,2021-07-29,23:20:53
75.75,2021-07-29,23:25:54
75.82,2021-07-29,23:30:59
75.73,2021-07-29,23:35:53
75.69,2021-07-29,23:40:54
75.71,2021-07-29,23:45:37
75.71,2021-07-29,23:50:53
75.68,2021-07-29,23:55:53
75.68,2021-07-30,00:00:01
75.66,2021-07-30,00:05:55
75.67,2021-07-30,00:10:36
75.61,2021-07-30,00:15:53
75.54,2021-07-30,00:20:54
75.53,2021-07-30,00:25:52
75.54,2021-07-30,00:30:53
75.57,2021-07-30,00:35:35
75.63,2021-07-30,00:40:53
75.63,2021-07-30,00:45:53
75.67,2021-07-30,00:50:52
75.63,2021-07-30,00:55:49
75.67,2021-07-30,01:00:01
75.69,2021-07-30,01:05:45
75.76,2021-07-30,01:10:34
75.8,2021-07-30,01:15:01
75.83,2021-07-30,01:21:01
75.94,2021-07-30,01:25:55
76.07,2021-07-30,01:30:01
76.02,2021-07-30,01:35:00
76.09,2021-07-30,01:40:51
76.08,2021-07-30,01:45:56
76.1,2021-07-30,01:50:57
76.06,2021-07-30,01:55:07
76.1,2021-07-30,02:00:48
76.07,2021-07-30,02:09:21
76.06,2021-07-30,02:11:14
76.07,2021-07-30,02:15:19
76.1,2021-07-30,02:20:28
76.12,2021-07-30,02:28:59
76.1,2021-07-30,02:30:00
76.08,2021-07-30,02:35:52
76.1,2021-07-30,02:40:49
76.1,2021-07-30,02:45:49
76.1,2021-07-30,02:50:14
76.09,2021-07-30,02:55:39
76.1,2021-07-30,03:00:13
76.07,2021-07-30,03:07:45
76.03,2021-07-30,03:10:50
76,2021-07-30,03:16:45
76.01,2021-07-30,03:25:01
75.99,2021-07-30,03:30:33
75.89,2021-07-30,03:36:07
75.88,2021-07-30,03:42:25
75.93,2021-07-30,03:48:06
75.96,2021-07-30,03:50:00
75.94,2021-07-30,03:58:54
76.05,2021-07-30,04:38:11
75.93,2021-07-30,04:58:25
75.81,2021-07-30,07:00:01
75.76,2021-07-30,07:05:20
75.83,2021-07-30,07:14:24
75.83,2021-07-30,07:22:03
75.81,2021-07-30,07:33:49
75.8,2021-07-30,07:51:10
75.77,2021-07-30,08:00:47
75.63,2021-07-30,08:12:57
75.63,2021-07-30,08:18:36
75.66,2021-07-30,08:27:13
75.66,2021-07-30,08:35:00
75.72,2021-07-30,08:41:55
75.65,2021-07-30,08:48:20
75.72,2021-07-30,09:00:44
75.38,2021-07-30,09:43:49
75.42,2021-07-30,09:46:38
75.45,2021-07-30,09:50:33
75.45,2021-07-30,09:55:50
75.64,2021-07-30,10:15:29
75.69,2021-07-30,10:20:39
75.66,2021-07-30,10:26:28
75.67,2021-07-30,10:30:08
75.65,2021-07-30,10:38:31
75.64,2021-07-30,11:00:31
75.63,2021-07-30,11:07:37
75.63,2021-07-30,11:11:19
75.63,2021-07-30,11:21:45
75.65,2021-07-30,12:00:00
75.6,2021-07-30,12:05:36
75.57,2021-07-30,12:12:53
75.54,2021-07-30,12:16:56
75.47,2021-07-30,12:22:12
75.52,2021-07-30,12:25:07
75.61,2021-07-30,12:36:02
75.5,2021-07-30,12:41:10
75.52,2021-07-30,12:51:33
75.53,2021-07-30,13:04:10
75.5,2021-07-30,13:30:00
75.49,2021-07-30,13:35:56
75.45,2021-07-30,13:40:53
75.48,2021-07-30,13:45:01
75.51,2021-07-30,13:54:38
75.49,2021-07-30,13:56:44
75.65,2021-07-30,14:01:09
75.55,2021-07-30,14:05:59
75.6,2021-07-30,14:11:40
75.63,2021-07-30,14:15:42
75.65,2021-07-30,14:20:09
75.63,2021-07-30,14:25:46
75.62,2021-07-30,14:31:00
75.63,2021-07-30,14:35:27
75.61,2021-07-30,14:41:31
75.58,2021-07-30,14:45:27
75.68,2021-07-30,14:54:19
75.77,2021-07-30,14:56:47
75.71,2021-07-30,15:00:58
75.74,2021-07-30,15:05:00
75.89,2021-07-30,15:10:17
75.96,2021-07-30,15:16:28
75.97,2021-07-30,15:20:05
75.92,2021-07-30,15:25:52
76.08,2021-07-30,15:30:01
75.99,2021-07-30,15:35:59
75.93,2021-07-30,15:43:01
75.93,2021-07-30,15:45:52
75.88,2021-07-30,15:50:51
